episode,film,character,line
1,The Phantom Menace,RIC OLIE,There’s not enough power to get us to Coruscant… the
1,The Phantom Menace,QUI-GON,We’ll have to land somewhere to refuel and repair the ship.
1,The Phantom Menace,QUI-GON,studies a star chart on a monitor.
1,The Phantom Menace,OBI-WAN,"Here, Master. Tatooine… It’s small, out of the way, poor…"
1,The Phantom Menace,CAPT. PANAKA,How can you be sure?
1,The Phantom Menace,QUI-GON,It’s controlled by the Hutts…
1,The Phantom Menace,CAPT. PANAKA,The Hutts??
1,The Phantom Menace,OBI-WAN,It’s risky… but there’s no alternative.
1,The Phantom Menace,CAPT. PANAKA,You can’t take Her Royal Highness there! The Hutts
1,The Phantom Menace,QUI-GON,… It would be no different than if we landed on a system
1,The Phantom Menace,CPATAIN PANAKA,takes a deep breath in frustration.
1,The Phantom Menace,EXT. SPACE,– NABOO SPACECRAFT (FX)
1,The Phantom Menace,INT. FEDERATION BATTLESHIP,– CONFERENCE ROOM
1,The Phantom Menace,NUTE,and RUNE sit around a conference table with a hologram of
1,The Phantom Menace,DARTH,SIDIOUS.
1,The Phantom Menace,NUTE,We control all the cities in the North and are searching for any
1,The Phantom Menace,DARTH SIDIOUS,"Destroy all high-ranking officials, Viceroy…"
1,The Phantom Menace,SPACE,(FX)
1,The Phantom Menace,NUTE,"My Lord, it’s impossible to locate the ship. It’s out of our range."
1,The Phantom Menace,DARTH SIDIOUS,"(Cont’d) … Viceroy, this is my apprentice. Lord"
1,The Phantom Menace,PADME,That’s all right.
1,The Phantom Menace,EXT. NABOO SPACECRAFT,– FEDERATION BATTLESHIP –
1,The Phantom Menace,DARTH SIDIOUS,… not for a Sith…
1,The Phantom Menace,NUTE,"Yes, My Lord. The hologram fades off."
1,The Phantom Menace,NUTE,(Cont’d) This is getting out of hand… now there are two of
1,The Phantom Menace,RUNE,We should not have made this bargain. What will happen
1,The Phantom Menace,INT. NABOO SPACECRAFT,– QUEENS CHAMBERS
1,The Phantom Menace,DROID,stand before QUEEN AMIDALA and her THREE
1,The Phantom Menace,CAPT. PANAKA,… An extremely well put together little droid. Without
1,The Phantom Menace,AMIDALA,It is to be commended… what is its number?
1,The Phantom Menace,PANAKA,leans over and scrapes some dirt off of the side of the
1,The Phantom Menace,DROID,and read the number:
1,The Phantom Menace,INT. CENTRAL HANGER,– HALLWAY – DAY
1,The Phantom Menace,CAPT. PANAKA,"R2-D2, Your Highness."
1,The Phantom Menace,PADME,bows before the QUEEN.
1,The Phantom Menace,AMIDALA,(Cont’d) Clean this droid up the best you can. It deserves
1,The Phantom Menace,CAPTAIN PANAKA,looks nervously to OBI-WAN and QUI-GON.
1,The Phantom Menace,QUI-GON,"Your Highness, we are heading for a remote planet called"
1,The Phantom Menace,CAPTAIN PANAKA,"Your Highness, Tatooine is very dangerous. It’s"
1,The Phantom Menace,QUI-GON,"You must trust my judgement, Your Highness."
1,The Phantom Menace,AMIDALA,and PADME exchange looks. PADME moves next to the
1,The Phantom Menace,INT. NABOO SPACECRAFT,– MAIN AREA
1,The Phantom Menace,PADME,"sits in the Main Area, cleaning R2-D2, the brave little Astro"
1,The Phantom Menace,JAR JAR,Hidoe!
1,The Phantom Menace,JAR JAR,"(Cont’d) Sorry, nomeanen to scare yousa."
1,The Phantom Menace,AMIDALA,"Thank you, Artoo Detoo. You have proven to be very"
1,The Phantom Menace,PADME,Thank you. This little guy is quite a mess.
1,The Phantom Menace,OBI-WAN,(cont’d) This is not good!
1,The Phantom Menace,JAR JAR,Mesa Ja Ja Binksss…
1,The Phantom Menace,JAR JAR,Dis sun doen murder tada skin.
1,The Phantom Menace,SHMI,looks askance at her son.
1,The Phantom Menace,PADME,"I’m Padme, I attend Her Highness, You’re a Gungan, aren’t"
1,The Phantom Menace,JAR JAR,Me no know… mesa day starten pitty okeyday witda brisky
1,The Phantom Menace,ARTOO BEEPS,a sympathetic beep.
1,The Phantom Menace,INT. NABOO SPACECRAFT,– COCKPIT
1,The Phantom Menace,OLIE,searches his scopes.
1,The Phantom Menace,OBI-WAN,That’s it. Tatooine.
1,The Phantom Menace,RIC OLIE,"There’s a settlement… a spaceport, looks like."
1,The Phantom Menace,QUI-GON,Land near the outskirts. We don’t want to attract any
1,The Phantom Menace,EXT. TATOOINE,– SPACE (FX)
1,The Phantom Menace,EXT. TATOOINE,– DESERT – NABOO SPACECRAFT – DAY (FX)
1,The Phantom Menace,EXT. NABOO SPACECRAFT,– MAIN AREA
1,The Phantom Menace,OBI-WAN,is hoisting the hyperdrive out of a floor panel. JAR JAR
1,The Phantom Menace,JAR JAR,"Obi-Wan, sire, pleeese, no mesa go!"
1,The Phantom Menace,OBI-WAN,"Sorry, Qui-Gon’s right. You’ll make things less obvious."
1,The Phantom Menace,JAR JAR,walks back to ARTOO in the hallway as QUI-GON (dressed
1,The Phantom Menace,OBI-WAN,(Cont’d) The Hyperdrive generator is gone. We will need a
1,The Phantom Menace,QUI-GON,moves closer to OBI-WAN and speaks quietly to him.
1,The Phantom Menace,QUI-GON,Don’t let them send ant transmissions. Be wary… I sense a
1,The Phantom Menace,OBI-WAN I,"fell it also, Master."
1,The Phantom Menace,QUI-GON,goes into the hallway to meet up with ARTOO and JAR
1,The Phantom Menace,JAR.,They head to the exit ramp.
1,The Phantom Menace,CAPT. PANAKA,Wait!
1,The Phantom Menace,EXT. TATOOINE,– DESERT – SPACESHIP – DAY
1,The Phantom Menace,CAPT. PANAKA,(Cont’d) Her Highness commands you to take her
1,The Phantom Menace,ANAKIN,Are you an angel?
1,The Phantom Menace,CAPT. PANAKA,The Queen wishes it. She is curious about this
1,The Phantom Menace,PADME,I’ve been trained in defense… I can take care of myself.
1,The Phantom Menace,CAPT. PANAKA,Don’t make me go back and tell her you refuse.
1,The Phantom Menace,QUI-GON I,don’t have time to argue. But this is not a good idea. Stay
1,The Phantom Menace,EXT. MOS ESPA,– STREET – DAY
1,The Phantom Menace,QUI-GON,"… moisture farms for the most part, but also a few"
1,The Phantom Menace,PADME,… like us.
1,The Phantom Menace,JAR JAR,"is in a constant state of panic. ARTOO whistles along, with"
1,The Phantom Menace,JAR JAR,Dissen berry berry bad. (steps in ooze) Ooooh… icky…
1,The Phantom Menace,EXT. MOS ESPA,– JUNK DEALER PLAZA – DAY
1,The Phantom Menace,QUI-GON,We’ll try one of the smaller dealers.
1,The Phantom Menace,WATTO,(subtitled) Hi chuba da naga? (What do you want?)
1,The Phantom Menace,ANAKIN,An angel. I’ve heard the deep space pilots talk about them.
1,The Phantom Menace,QUI-GON I,need parts for a J-type 327 Nubian.
1,The Phantom Menace,WATTO,"Ah yes, ah yes. Nubian. We have lots of that. What kinda"
1,The Phantom Menace,QUI-GON,My droid here has a readout of what I need.
1,The Phantom Menace,WATTO,(subtitled) Coona tee-tocky malia? (What took you so long?)
1,The Phantom Menace,ANAKIN,(subtitled) Mel tassa cho-passa… (I was cleaning the bin like
1,The Phantom Menace,WATTO,(subtitled) Chut-Chut! Ganda doe wallya. (Never mind!
1,The Phantom Menace,ARTOO,"and QUI-GON follow WATTO toward the junk yard, leaving"
1,The Phantom Menace,JAR JAR,with PADME and the young boy ANAKIN. JAR JAR picks
1,The Phantom Menace,QUI-GON,Don’t touch anything.
1,The Phantom Menace,JAR JAR,makes a rude face to QUI-GON’s back and sticks out his
1,The Phantom Menace,QUI-GON,"No more commands from Her Highness today, Captain."
1,The Phantom Menace,PADME,What?
1,The Phantom Menace,PADME,"looks at him, not knowing what to say."
1,The Phantom Menace,SEBULBA,(subtitled) Chuba!! (You!!)
1,The Phantom Menace,ANAKIN,… wouldn’t have lasted long if I weren’t so good at fixing
1,The Phantom Menace,ANAKIN,You must be one… maybe you just don’t know it.
1,The Phantom Menace,PADME,You’re a funny little boy. How do you know so much?
1,The Phantom Menace,ANAKIN,"Since I was very little, three, I think. My Mom and I were sold"
1,The Phantom Menace,PADME,You’re… a slave?
1,The Phantom Menace,ANAKIN,looks at PADME defiantly.
1,The Phantom Menace,ANAKIN I,am a person! My name is Anakin.
1,The Phantom Menace,PADME,I’m sorry. I don’t fully understand. (looking around) This is a
1,The Phantom Menace,ANAKIN,studies her intently.
1,The Phantom Menace,ANAKIN,You are a strange girl to me.
1,The Phantom Menace,JAR JAR,"pushes the nose on what appears to be a LITTLE DROID,"
1,The Phantom Menace,ANAKIN,(Cont’d) Hit the nose!
1,The Phantom Menace,JAR JAR,"hits the nose, and the DROID collapses back into its"
1,The Phantom Menace,EXT.,WATTO’S JUNK YARD – BEHIND SHOP – DAY
1,The Phantom Menace,WATTO,reads a small portable monitor he is holding. He stands
1,The Phantom Menace,WATTO,"… Here it is… a T-14 hyperdrive generator!! Thee in luck,"
1,The Phantom Menace,QUI-GON I,"have 20,000 Republic dataries."
1,The Phantom Menace,WATTO,Republic credits?!? Republic credits are no good out here. I
1,The Phantom Menace,QUI-GON I,don’t have anything else. (raising his hand) But credits
1,The Phantom Menace,WATTO,No they won’ta.
1,The Phantom Menace,QUI-GON,Credits will do fine.
1,The Phantom Menace,WATTO,"No, they won’ta. What you think you’re some kinda Jedi,"
1,The Phantom Menace,INT.,WATTO’S JUNK SHOP – DAY
1,The Phantom Menace,QUI-GON,"hurries into the shop, followed by ARTOO."
1,The Phantom Menace,QUI-GON,We’re leaving.
1,The Phantom Menace,JAR JAR,follows QUI-GON. PADME gives ANAKIN a loving look.
1,The Phantom Menace,JAR JAR,"opens his mouth in surprise, and the frog snaps away,"
1,The Phantom Menace,ANAKIN,lets out a “yipee” and runs out the back.
1,The Phantom Menace,PADME,I’m glad I met you… ah…
1,The Phantom Menace,ANAKIN,… Anakin.
1,The Phantom Menace,PADME,Anakin.
1,The Phantom Menace,ANAKIN,Anakin Skywalker.
1,The Phantom Menace,PADME,Padme Naberrie.
1,The Phantom Menace,PADME,"turns, and ANAKIN looks sad as he watches her leave."
1,The Phantom Menace,ANAKIN,I’m glad I met you too.
1,The Phantom Menace,WATTO,"enters the junk yard, shaking his head."
1,The Phantom Menace,WATTO,(subtitled) Ootmians! Tinka me chasa hopoe ma booty na
1,The Phantom Menace,ANAKIN,(subtitled) La lova num botaffa. (They seemed nice to me.)
1,The Phantom Menace,INT.,WATTO’S JUNK SHOP – DAY
1,The Phantom Menace,WATTO,(subtitled) Fweepa niaga. Tolpa da bunky dunko. (Clean the
1,The Phantom Menace,PADME,I’ve never heard of angels.
1,The Phantom Menace,QUI-GON,"… Obi-Wan, you’re sure there isn’t anything of value left on"
1,The Phantom Menace,OBI-WAN,"(V.O) A few containers of supplies, the Queen’s wardrobe,"
1,The Phantom Menace,QUI-GON,All right. Another solution will present itself. I’ll check back.
1,The Phantom Menace,QUI-GON,puts his comlink away and starts out into the main street.
1,The Phantom Menace,JAR JAR,grabs his arm.
1,The Phantom Menace,JAR JAR,Noah gain… da beings hereabouts cawazy. Wesa be
1,The Phantom Menace,QUI-GON,"Not likely. We have nothing of value, that’s our problem."
1,The Phantom Menace,EXT. MOS ESPA,– STREET – MARKET – DAY
1,The Phantom Menace,JAR JAR,is walking behind the others. They walk by an outdoor cafe
1,The Phantom Menace,VENDOR,"Hey, that will be seven truguts!!"
1,The Phantom Menace,EXT. MOS ESPA,– STREET – ALCOVE – DAY
1,The Phantom Menace,JAR JAR,"pulls a part out of a stack of parts to inspect it, and they all"
1,The Phantom Menace,JAR JAR,"Who, mesa??"
1,The Phantom Menace,SEBULBA,holds the frog up to the Gungan threateningly. SEVERAL
1,The Phantom Menace,CAPTAIN,PANAKA’S comlink sounds off.
1,The Phantom Menace,JAR JAR,(to himself) Why mesa always da one??
1,The Phantom Menace,ANAKIN,(V.O) Because you’re afraid.
1,The Phantom Menace,SHMI,Anakin! Why are they here?
1,The Phantom Menace,OTHER CREATURES,start to gather. SEBULBA shoves JAR JAR to
1,The Phantom Menace,JAR JAR,turns to see ANAKIN pushing his way next to him. The boy
1,The Phantom Menace,ANAKIN,"(subtitled) Chess ko, Sebulba… Coo wolpa tooney"
1,The Phantom Menace,SEBULBA,stops his assault on JAR JAR and turns to ANAKIN.
1,The Phantom Menace,SEBULBA,"(subtitled) Tooney rana nu pratta dunko,"
1,The Phantom Menace,ANAKIN,(subtitled) Oh da Hutt… cha porko ootman geesa… me
1,The Phantom Menace,SEBULBA,"(subtitled) Neek me chowa, wermo, mo killee ma"
1,The Phantom Menace,ANAKIN,"(subtitled) Eh, chee bana do mullee ra. (Yeah, it’d be a pity if"
1,The Phantom Menace,ANAKIN,(Cont’d) Hi! Your buddy here was about to be turned into
1,The Phantom Menace,JAR JAR,"Nosir, nosir. Mesa hate crunchen. Dat’s da last ting mesa"
1,The Phantom Menace,QUI-GON,"Nevertheless, the boy is right… you were heading for"
1,The Phantom Menace,PADME,looks at ANAKIN and smiles; he smiles back. They start
1,The Phantom Menace,JAR JAR,Mesa doen nutten!
1,The Phantom Menace,ANAKIN,Fear attracts the fearful. He was trying to overcome his fear
1,The Phantom Menace,PADME,And that works for you.
1,The Phantom Menace,ANAKIN,To a point. (he smiles)
1,The Phantom Menace,EXT. TATOOINE,– DESERT – SPACESHIP – DAY
1,The Phantom Menace,OBI-WAN,stands in front of the Naboo spacecraft as the wind picks
1,The Phantom Menace,OBI-WAN,This storm’s going to slow them down.
1,The Phantom Menace,CAPT. PANAKA,(Cont’d) Yes?
1,The Phantom Menace,CAPT. PANAKA,It looks pretty bad. We’d better seal the ship.
1,The Phantom Menace,SEBULBA,turns away.
1,The Phantom Menace,ANAKIN,"These are my friends, Mom. This is Padme, and… gee, I"
1,The Phantom Menace,ANAKIN,"How are you feeling today, Jira?"
1,The Phantom Menace,ANAKIN,reaches in his pocket and comes up with three coins. He
1,The Phantom Menace,JIRA,"Gracious, my bones are aching… storm’s coming on, Annie."
1,The Phantom Menace,ANAKIN,"(Cont’d) Whoops, I thought I had more… Make that three,"
1,The Phantom Menace,ANAKIN,Guess what? I’ve found that cooling unit I’ve been searching
1,The Phantom Menace,ANAKIN,I’ll take four pallies today. (to Padme) You’ll like these…
1,The Phantom Menace,ANAKIN,"and the GROUP stop at a fruit stand run by a jolly, but very"
1,The Phantom Menace,JIRA,"You’re a fine boy, Annie."
1,The Phantom Menace,JIRA,"The heat’s never been kind to me, you know, Annie!"
1,The Phantom Menace,ANAKIN,(to QUI-GON) Do you have shelter?
1,The Phantom Menace,INT.,ANAKIN’S HOVEL – MAIN ROOM – DAY
1,The Phantom Menace,QUI-GON,We’ll head back to our ship.
1,The Phantom Menace,ANAKIN,Is it far?
1,The Phantom Menace,PADME,On the outskirts.
1,The Phantom Menace,ANAKIN,You’ll never reach the outskirts in time… sandstorms are
1,The Phantom Menace,EXT. MOS ESPA,– SLAVE QUARTERS – STREET – SANDSTORM
1,The Phantom Menace,ANAKIN,down the street and into a slave hovel.
1,The Phantom Menace,PADME,"… and our droid, Artoo-Detoo."
1,The Phantom Menace,ANAKIN,Mom! Mom! I’m home.
1,The Phantom Menace,JAR JAR,Dissen cozy.
1,The Phantom Menace,QUI-GON,"I’m Qui-Gon Jinn, and this is Jar jar Binks. ARTOO lets out"
1,The Phantom Menace,CAPT. PANAKA,We’ll be right there.
1,The Phantom Menace,SHMI,"Oh, my!! Annie, what’s this?"
1,The Phantom Menace,EXT. MOS ESPA,– STREET – FRUIT STAND – DAY
1,The Phantom Menace,ANAKIN,I’m building a droid. You wanna see?
1,The Phantom Menace,EXT. MOS ESPA,– SANDSTORM – DAY
1,The Phantom Menace,ANAKIN A,"sandstorm, Mom. Listen."
1,The Phantom Menace,ANAKIN,Come on! Let me show you Threepio!
1,The Phantom Menace,ANAKIN,"leads PADME into the other room. ARTOO follows, beeping"
1,The Phantom Menace,QUI-GON I,have enough food for a meal.
1,The Phantom Menace,SHMI,"Oh, tank you. Thank you so much. I’m sorry if I was abrupt. I’ll"
1,The Phantom Menace,QUI-GON,He’s a very special boy.
1,The Phantom Menace,SHMI,looks at him as if he’s discovered a secret.
1,The Phantom Menace,SHMI,"Yes, I know."
1,The Phantom Menace,INT.,ANAKIN’S HOVEL – BEDROOM – DAY
1,The Phantom Menace,ANAKIN,"shows off his ANDROID, which is lying on his workbench."
1,The Phantom Menace,ANAKIN,Isn’t he great?! He’s not finished yet.
1,The Phantom Menace,PADME,He’s wonderful!
1,The Phantom Menace,ANAKIN,You really like him? He’s a protocol droid… to help Mom.
1,The Phantom Menace,ANAKIN,"pushes a switch, and the DROID sits up. Anakin rushes"
1,The Phantom Menace,THREEPIO,"How do you do, I am See-Threepio, Human Cyborg"
1,The Phantom Menace,PADME,He’s perfect.
1,The Phantom Menace,ANAKIN,"When the storm is over, you can see my racer. I’m building a"
1,The Phantom Menace,PADME,smiles at his enthusiasm. ARTOO lets out a flurry of beeps
1,The Phantom Menace,THREEPIO I,beg your pardon…what do you mean I’m naked?
1,The Phantom Menace,ARTOO,BEEPS
1,The Phantom Menace,THREEPIO,"(Cont’d) My parts are showing? Oh, my goodness. How"
1,The Phantom Menace,INT. NABOO SPACECRAFT,– QUEENS CHAMBERS
1,The Phantom Menace,BIBBLE,… cut off all food supplies until you return… the death toll is
1,The Phantom Menace,AMIDALA,looks upset… almost nervous.
1,The Phantom Menace,OBI-WAN,It’s a trick. Send no reply… Send no transmission of any
1,The Phantom Menace,QUI-GON,Your son was kind enough to offer us shelter.
1,The Phantom Menace,INT.,ANAKIN’S HOVEL – MAIN ROOM – DAY
1,The Phantom Menace,OBI-WAN,… the Queen is upset… but absolutely no reply was sent.
1,The Phantom Menace,QUI-GON,listens to his comlink. OBI-WAN is in the cockpit.
1,The Phantom Menace,QUI-GON,It sounds like bait to establish a connection trace.
